CIF,Compound,A,B,Sto_A,Sto_B,A_atomicweight,A_atomicnumber,A_period,A_group,A_mendeleev,A_valence,A_gilman,A_zeff,A_ie,A_paulingrad,A_paulingen,A_martynoven,A_mp,A_density,A_specificheat,A_cohesive,A_bulkmod,A_abundance,A_abundancesolar,A_hhiprod,A_hhires,A_cost,B_atomicweight,B_atomicnumber,B_period,B_group,B_mendeleev,B_valence,B_gilman,B_zeff,B_ie,B_paulingrad,B_paulingen,B_martynoven,B_mp,B_density,B_specificheat,B_cohesive,B_bulkmod,B_abundance,B_abundancesolar,B_hhiprod,B_hhires,B_cost,molar_mass,AB_diffmendeleev,AB_sumzeff,max_zeff,min_zeff,avg_zeff,AB_diffpaulingrad,AB_diffmartynoven,max_martynoven,min_martynoven,avg_martynoven,AB_diffdensity,max_density,min_density,avg_density,AB_diffcohesive,max_cohesive,min_cohesive,avg_cohesive
250755,Au3Yb,Yb,Au,1.0,3.0,173.045,70,6,3,39,16,3,4.048,6.254,1.933,1.1,1.1,1092.15,6.97,0.15,1.6,30.5,0.0,0.0,9476.0,3129.0,530.0,196.967,79,6,11,66,25,2,4.938,9.226,1.439,2.54,1.19,1337.15,19.3,0.128,3.81,171.0,0.0,0.0,1119.0,1040.0,4400.0,763.945,27,8.986,4.938,4.048,4.716,0.494,0.09,1.19,1.1,1.168,12.33,19.3,6.97,16.218,2.21,3.81,1.6,3.258
250805,Pr0.75Pt2.25,Pr,Pt,0.75,2.25,140.908,59,6,3,17,5,3,3.8,5.473,1.824,1.13,1.1,1204.15,6.77,0.19,3.7,28.8,0.0,0.0,9476.0,3129.0,170.0,195.084,78,6,10,63,24,3,4.883,8.959,1.385,2.28,1.91,2045.15,21.4,0.13,5.84,276.0,0.0,0.0,5504.0,9087.0,4700.0,544.62,46,8.683,4.883,3.8,4.612,0.439,0.81,1.91,1.1,1.707,14.63,21.4,6.77,17.742,2.14,5.84,3.7,5.305
250378,GdIn3,Gd,In,1.0,3.0,157.25,64,6,3,27,10,3,4.034,6.15,1.795,1.2,1.1,1586.15,7.9,0.23,4.14,37.9,0.0,0.0,9476.0,3129.0,191.0,114.818,49,5,13,75,13,3,3.259,5.786,1.66,1.78,1.63,429.75,7.31,0.23,2.52,41.1,0.0,0.0,3333.0,2000.0,120.0,501.704,48,7.293,4.034,3.259,3.453,0.135,0.53,1.63,1.1,1.498,0.59,7.9,7.31,7.458,1.62,4.14,2.52,2.925
250223,Nb0.25Ru0.75,Nb,Ru,0.25,0.75,92.906,41,5,5,47,5,3,3.523,6.759,1.456,1.6,2.03,2741.15,8.57,0.26,7.57,170.0,0.0,0.0,8525.0,8792.0,18.0,101.07,44,5,8,56,8,5,3.676,7.36,1.336,2.2,1.97,2583.15,12.4,0.238,6.74,286.0,0.0,0.0,3239.0,8000.0,1400.0,99.029,9,7.199,3.676,3.523,3.638,0.12,0.06,2.03,1.97,1.985,3.83,12.4,8.57,11.442,0.83,7.57,6.74,6.948
250373,LaIn3,La,In,1.0,3.0,138.906,57,6,3,13,3,1,3.84,5.577,1.871,1.1,1.35,1193.15,6.15,0.19,4.47,27.9,0.0,0.0,9476.0,3129.0,64.0,114.818,49,5,13,75,13,3,3.259,5.786,1.66,1.78,1.63,429.75,7.31,0.23,2.52,41.1,0.0,0.0,3333.0,2000.0,120.0,483.36,62,7.099,3.84,3.259,3.404,0.211,0.28,1.63,1.35,1.56,1.16,7.31,6.15,7.02,1.95,4.47,2.52,3.008
250525,TiNi3,Ti,Ni,1.0,3.0,47.867,22,4,4,43,4,2,2.833,6.828,1.467,1.54,1.86,1933.15,4.54,0.52,4.85,108.0,0.006,0.0,1119.0,1552.0,6.1,58.693,28,4,10,61,10,3,2.996,7.64,1.244,1.91,1.76,1726.15,8.9,0.44,4.44,177.0,0.0,0.0,988.0,1479.0,7.7,223.947,18,5.829,2.996,2.833,2.955,0.223,0.1,1.86,1.76,1.785,4.36,8.9,4.54,7.81,0.41,4.85,4.44,4.542
250763,Sm3Co,Sm,Co,3.0,1.0,150.36,62,6,3,23,8,3,3.847,5.644,1.85,1.17,1.2,1347.15,7.52,0.2,2.14,37.8,0.0,0.0,9476.0,3129.0,130.0,58.933,27,4,9,58,9,4,3.046,7.881,1.252,1.88,1.72,1768.15,8.9,0.42,4.39,182.0,0.0,0.0,3052.0,2655.0,21.0,510.013,35,6.893,3.847,3.046,3.647,0.598,0.52,1.72,1.2,1.33,1.38,8.9,7.52,7.865,2.25,4.39,2.14,2.702
250811,Ce0.75Pt2.25,Ce,Pt,0.75,2.25,140.115,58,6,3,15,4,3,3.774,5.539,1.818,1.12,1.1,1071.15,6.66,0.19,4.32,21.5,0.0,0.0,9476.0,3129.0,57.0,195.084,78,6,10,63,24,3,4.883,8.959,1.385,2.28,1.91,2045.15,21.4,0.13,5.84,276.0,0.0,0.0,5504.0,9087.0,4700.0,544.025,48,8.657,4.883,3.774,4.606,0.433,0.81,1.91,1.1,1.707,14.74,21.4,6.66,17.715,1.52,5.84,4.32,5.46
250380,DyIn3,Dy,In,1.0,3.0,162.5,66,6,3,31,12,3,3.963,5.939,1.77,1.22,1.15,1685.15,8.55,0.17,3.04,40.5,0.0,0.0,9476.0,3129.0,210.0,114.818,49,5,13,75,13,3,3.259,5.786,1.66,1.78,1.63,429.75,7.31,0.23,2.52,41.1,0.0,0.0,3333.0,2000.0,120.0,506.954,44,7.222,3.963,3.259,3.435,0.11,0.48,1.63,1.15,1.51,1.24,8.55,7.31,7.62,0.52,3.04,2.52,2.65
250464,YCo3,Y,Co,1.0,3.0,88.906,39,5,3,12,3,1,3.379,6.217,1.797,1.22,1.41,1796.15,4.47,0.3,4.37,41.2,0.0,0.0,9834.0,2646.0,220.0,58.933,27,4,9,58,9,4,3.046,7.881,1.252,1.88,1.72,1768.15,8.9,0.42,4.39,182.0,0.0,0.0,3052.0,2655.0,21.0,265.705,46,6.425,3.379,3.046,3.129,0.545,0.31,1.72,1.41,1.642,4.43,8.9,4.47,7.792,0.02,4.39,4.37,4.385
250101,TmAl3,Tm,Al,1.0,3.0,168.934,69,6,3,37,15,3,3.921,6.184,1.743,1.25,1.2,1818.15,9.32,0.16,2.42,44.5,0.0,0.0,9476.0,3129.0,4100.0,26.982,13,3,13,73,3,3,1.989,5.986,1.429,1.61,1.64,933.15,2.7,0.9,3.39,75.2,0.084,0.0,1569.0,1000.0,1.8,249.879,36,5.91,3.921,1.989,2.472,0.314,0.44,1.64,1.2,1.53,6.62,9.32,2.7,4.355,0.97,3.39,2.42,3.148
250668,La3Co,La,Co,3.0,1.0,138.906,57,6,3,13,3,1,3.84,5.577,1.871,1.1,1.35,1193.15,6.15,0.19,4.47,27.9,0.0,0.0,9476.0,3129.0,64.0,58.933,27,4,9,58,9,4,3.046,7.881,1.252,1.88,1.72,1768.15,8.9,0.42,4.39,182.0,0.0,0.0,3052.0,2655.0,21.0,475.65,45,6.886,3.84,3.046,3.641,0.619,0.37,1.72,1.35,1.443,2.75,8.9,6.15,6.838,0.08,4.47,4.39,4.45
250648,LuPt3,Lu,Pt,1.0,3.0,174.967,71,6,3,41,17,1,4.034,5.426,1.738,1.27,1.2,1936.15,9.84,0.15,4.43,47.6,0.0,0.0,9476.0,3129.0,6900.0,195.084,78,6,10,63,24,3,4.883,8.959,1.385,2.28,1.91,2045.15,21.4,0.13,5.84,276.0,0.0,0.0,5504.0,9087.0,4700.0,760.219,22,8.917,4.883,4.034,4.671,0.353,0.71,1.91,1.2,1.732,11.56,21.4,9.84,18.51,1.41,5.84,4.43,5.488
250564,MoRh3,Mo,Rh,1.0,3.0,95.95,42,5,6,50,6,4,3.609,7.092,1.386,2.16,1.94,2890.15,10.2,0.25,6.82,261.0,0.0,0.0,2410.0,5260.0,11.0,102.906,45,5,9,59,9,4,3.701,7.459,1.342,2.28,1.99,2239.15,12.4,0.242,5.75,276.0,0.0,0.0,3239.0,8000.0,13000.0,404.666,9,7.31,3.701,3.609,3.678,0.044,0.05,1.99,1.94,1.978,2.2,12.4,10.2,11.85,1.07,6.82,5.75,6.018
250022,Nb0.25Re0.75,Nb,Re,0.25,0.75,92.906,41,5,5,47,5,3,3.523,6.759,1.456,1.6,2.03,2741.15,8.57,0.26,7.57,170.0,0.0,0.0,8525.0,8792.0,18.0,186.207,75,6,7,54,21,5,4.564,7.834,1.373,1.9,2.06,3453.15,21.0,0.13,8.03,334.0,0.0,0.0,3258.0,3314.0,540.0,162.882,7,8.087,4.564,3.523,4.304,0.083,0.03,2.06,2.03,2.052,12.43,21.0,8.57,17.892,0.46,8.03,7.57,7.915
250379,TbIn3,Tb,In,1.0,3.0,158.925,65,6,3,29,11,3,3.976,5.864,1.773,1.2,1.2,1638.15,8.23,0.18,4.05,38.7,0.0,0.0,9476.0,3129.0,1800.0,114.818,49,5,13,75,13,3,3.259,5.786,1.66,1.78,1.63,429.75,7.31,0.23,2.52,41.1,0.0,0.0,3333.0,2000.0,120.0,503.379,46,7.235,3.976,3.259,3.438,0.113,0.43,1.63,1.2,1.522,0.92,8.23,7.31,7.54,1.53,4.05,2.52,2.902
250399,V3Ga,V,Ga,3.0,1.0,50.942,23,4,5,46,5,3,2.816,6.746,1.338,1.63,2.22,2163.15,6.11,0.49,5.31,158.0,0.0,0.0,3266.0,3397.0,220.0,69.723,31,4,13,74,13,3,2.655,5.999,1.408,1.81,1.7,302.95,5.9,0.37,2.81,56.9,0.0,0.0,5500.0,1895.0,220.0,222.548,28,5.471,2.816,2.655,2.776,0.07,0.52,2.22,1.7,2.09,0.21,6.11,5.9,6.058,2.5,5.31,2.81,4.685
250628,Nb0.75Co2.25,Nb,Co,0.75,2.25,92.906,41,5,5,47,5,3,3.523,6.759,1.456,1.6,2.03,2741.15,8.57,0.26,7.57,170.0,0.0,0.0,8525.0,8792.0,18.0,58.933,27,4,9,58,9,4,3.046,7.881,1.252,1.88,1.72,1768.15,8.9,0.42,4.39,182.0,0.0,0.0,3052.0,2655.0,21.0,202.279,11,6.569,3.523,3.046,3.165,0.204,0.31,2.03,1.72,1.798,0.33,8.9,8.57,8.818,3.18,7.57,4.39,5.185
250477,YbPb3,Yb,Pb,1.0,3.0,173.045,70,6,3,39,16,3,4.048,6.254,1.933,1.1,1.1,1092.15,6.97,0.15,1.6,30.5,0.0,0.0,9476.0,3129.0,530.0,207.2,82,6,14,81,28,4,4.426,7.417,1.746,1.87,1.92,600.65,11.4,0.13,2.03,45.8,0.0,0.0,2716.0,1781.0,1.5,794.645,42,8.474,4.426,4.048,4.332,0.187,0.82,1.92,1.1,1.715,4.43,11.4,6.97,10.292,0.43,2.03,1.6,1.922
250503,GdAl3,Gd,Al,1.0,3.0,157.25,64,6,3,27,10,3,4.034,6.15,1.795,1.2,1.1,1586.15,7.9,0.23,4.14,37.9,0.0,0.0,9476.0,3129.0,191.0,26.982,13,3,13,73,3,3,1.989,5.986,1.429,1.61,1.64,933.15,2.7,0.9,3.39,75.2,0.084,0.0,1569.0,1000.0,1.8,238.195,46,6.023,4.034,1.989,2.5,0.366,0.54,1.64,1.1,1.505,5.2,7.9,2.7,4.0,0.75,4.14,3.39,3.577
250733,Ta0.25Ni0.75,Ta,Ni,0.25,0.75,180.948,73,6,5,48,19,3,4.593,7.55,1.457,1.5,1.94,3269.15,16.6,0.14,8.1,196.0,0.0,0.0,2252.0,4811.0,120.0,58.693,28,4,10,61,10,3,2.996,7.64,1.244,1.91,1.76,1726.15,8.9,0.44,4.44,177.0,0.0,0.0,988.0,1479.0,7.7,89.257,13,7.589,4.593,2.996,3.395,0.213,0.18,1.94,1.76,1.805,7.7,16.6,8.9,10.825,3.66,8.1,4.44,5.355
250693,CePd3,Ce,Pd,1.0,3.0,140.115,58,6,3,15,4,3,3.774,5.539,1.818,1.12,1.1,1071.15,6.66,0.19,4.32,21.5,0.0,0.0,9476.0,3129.0,57.0,106.42,46,5,10,62,10,3,3.101,8.337,1.373,2.2,2.08,1827.15,12.0,0.24,3.89,187.0,0.0,0.0,3239.0,8000.0,15.0,459.375,47,6.875,3.774,3.101,3.269,0.445,0.98,2.08,1.1,1.835,5.34,12.0,6.66,10.665,0.43,4.32,3.89,3.998
250186,Mo0.25Pt0.75,Mo,Pt,0.25,0.75,95.95,42,5,6,50,6,4,3.609,7.092,1.386,2.16,1.94,2890.15,10.2,0.25,6.82,261.0,0.0,0.0,2410.0,5260.0,11.0,195.084,78,6,10,63,24,3,4.883,8.959,1.385,2.28,1.91,2045.15,21.4,0.13,5.84,276.0,0.0,0.0,5504.0,9087.0,4700.0,170.3,13,8.492,4.883,3.609,4.565,0.001,0.03,1.94,1.91,1.918,11.2,21.4,10.2,18.6,0.98,6.82,5.84,6.085
250236,Nb3Sn,Nb,Sn,3.0,1.0,92.906,41,5,5,47,5,3,3.523,6.759,1.456,1.6,2.03,2741.15,8.57,0.26,7.57,170.0,0.0,0.0,8525.0,8792.0,18.0,118.71,50,5,14,80,14,4,3.672,7.344,1.62,1.96,1.88,505.15,7.31,0.227,3.14,58.2,0.0,0.0,2591.0,1639.0,8.0,397.429,33,7.195,3.672,3.523,3.56,0.164,0.15,2.03,1.88,1.992,1.26,8.57,7.31,8.255,4.43,7.57,3.14,6.462
250740,VIr3,V,Ir,1.0,3.0,50.942,23,4,5,46,5,3,2.816,6.746,1.338,1.63,2.22,2163.15,6.11,0.49,5.31,158.0,0.0,0.0,3266.0,3397.0,220.0,192.217,77,6,9,60,23,4,4.908,8.967,1.355,2.2,1.87,2683.15,22.4,0.13,6.94,371.0,0.0,0.0,5504.0,9087.0,4200.0,627.593,14,7.724,4.908,2.816,4.385,0.017,0.35,2.22,1.87,1.958,16.29,22.4,6.11,18.327,1.63,6.94,5.31,6.532
250366,NdSn3,Nd,Sn,1.0,3.0,144.242,60,6,3,19,6,3,3.822,5.525,1.818,1.14,1.2,1289.15,7.0,0.19,3.4,31.8,0.0,0.0,9476.0,3129.0,110.0,118.71,50,5,14,80,14,4,3.672,7.344,1.62,1.96,1.88,505.15,7.31,0.227,3.14,58.2,0.0,0.0,2591.0,1639.0,8.0,500.372,61,7.494,3.822,3.672,3.71,0.198,0.68,1.88,1.2,1.71,0.31,7.31,7.0,7.232,0.26,3.4,3.14,3.205
250374,CeIn3,Ce,In,1.0,3.0,140.115,58,6,3,15,4,3,3.774,5.539,1.818,1.12,1.1,1071.15,6.66,0.19,4.32,21.5,0.0,0.0,9476.0,3129.0,57.0,114.818,49,5,13,75,13,3,3.259,5.786,1.66,1.78,1.63,429.75,7.31,0.23,2.52,41.1,0.0,0.0,3333.0,2000.0,120.0,484.569,60,7.033,3.774,3.259,3.388,0.158,0.53,1.63,1.1,1.498,0.65,7.31,6.66,7.148,1.8,4.32,2.52,2.97
250383,TmIn3,Tm,In,1.0,3.0,168.934,69,6,3,37,15,3,3.921,6.184,1.743,1.25,1.2,1818.15,9.32,0.16,2.42,44.5,0.0,0.0,9476.0,3129.0,4100.0,114.818,49,5,13,75,13,3,3.259,5.786,1.66,1.78,1.63,429.75,7.31,0.23,2.52,41.1,0.0,0.0,3333.0,2000.0,120.0,513.388,38,7.18,3.921,3.259,3.424,0.083,0.43,1.63,1.2,1.522,2.01,9.32,7.31,7.812,0.1,2.52,2.42,2.495
250335,TbPd3,Tb,Pd,1.0,3.0,158.925,65,6,3,29,11,3,3.976,5.864,1.773,1.2,1.2,1638.15,8.23,0.18,4.05,38.7,0.0,0.0,9476.0,3129.0,1800.0,106.42,46,5,10,62,10,3,3.101,8.337,1.373,2.2,2.08,1827.15,12.0,0.24,3.89,187.0,0.0,0.0,3239.0,8000.0,15.0,478.185,33,7.077,3.976,3.101,3.32,0.4,0.88,2.08,1.2,1.86,3.77,12.0,8.23,11.058,0.16,4.05,3.89,3.93
250647,YbPt3,Yb,Pt,1.0,3.0,173.045,70,6,3,39,16,3,4.048,6.254,1.933,1.1,1.1,1092.15,6.97,0.15,1.6,30.5,0.0,0.0,9476.0,3129.0,530.0,195.084,78,6,10,63,24,3,4.883,8.959,1.385,2.28,1.91,2045.15,21.4,0.13,5.84,276.0,0.0,0.0,5504.0,9087.0,4700.0,758.297,24,8.931,4.883,4.048,4.674,0.548,0.81,1.91,1.1,1.708,14.43,21.4,6.97,17.792,4.24,5.84,1.6,4.78
250225,MoNi3,Mo,Ni,1.0,3.0,95.95,42,5,6,50,6,4,3.609,7.092,1.386,2.16,1.94,2890.15,10.2,0.25,6.82,261.0,0.0,0.0,2410.0,5260.0,11.0,58.693,28,4,10,61,10,3,2.996,7.64,1.244,1.91,1.76,1726.15,8.9,0.44,4.44,177.0,0.0,0.0,988.0,1479.0,7.7,272.03,11,6.605,3.609,2.996,3.149,0.142,0.18,1.94,1.76,1.805,1.3,10.2,8.9,9.225,2.38,6.82,4.44,5.035
250331,NdPd3,Nd,Pd,1.0,3.0,144.242,60,6,3,19,6,3,3.822,5.525,1.818,1.14,1.2,1289.15,7.0,0.19,3.4,31.8,0.0,0.0,9476.0,3129.0,110.0,106.42,46,5,10,62,10,3,3.101,8.337,1.373,2.2,2.08,1827.15,12.0,0.24,3.89,187.0,0.0,0.0,3239.0,8000.0,15.0,463.502,43,6.923,3.822,3.101,3.281,0.445,0.88,2.08,1.2,1.86,5.0,12.0,7.0,10.75,0.49,3.89,3.4,3.768
250382,ErIn3,Er,In,1.0,3.0,167.259,68,6,3,35,14,3,4.018,6.108,1.748,1.24,1.2,1802.15,9.07,0.17,3.29,44.4,0.0,0.0,9476.0,3129.0,270.0,114.818,49,5,13,75,13,3,3.259,5.786,1.66,1.78,1.63,429.75,7.31,0.23,2.52,41.1,0.0,0.0,3333.0,2000.0,120.0,511.713,40,7.277,4.018,3.259,3.449,0.088,0.43,1.63,1.2,1.522,1.76,9.07,7.31,7.75,0.77,3.29,2.52,2.713
250506,CeAl3,Ce,Al,1.0,3.0,140.115,58,6,3,15,4,3,3.774,5.539,1.818,1.12,1.1,1071.15,6.66,0.19,4.32,21.5,0.0,0.0,9476.0,3129.0,57.0,26.982,13,3,13,73,3,3,1.989,5.986,1.429,1.61,1.64,933.15,2.7,0.9,3.39,75.2,0.084,0.0,1569.0,1000.0,1.8,221.06,58,5.763,3.774,1.989,2.435,0.389,0.54,1.64,1.1,1.505,3.96,6.66,2.7,3.69,0.93,4.32,3.39,3.622
250650,CePd3,Ce,Pd,1.0,3.0,140.115,58,6,3,15,4,3,3.774,5.539,1.818,1.12,1.1,1071.15,6.66,0.19,4.32,21.5,0.0,0.0,9476.0,3129.0,57.0,106.42,46,5,10,62,10,3,3.101,8.337,1.373,2.2,2.08,1827.15,12.0,0.24,3.89,187.0,0.0,0.0,3239.0,8000.0,15.0,459.375,47,6.875,3.774,3.101,3.269,0.445,0.98,2.08,1.1,1.835,5.34,12.0,6.66,10.665,0.43,4.32,3.89,3.998
250530,NbNi3,Nb,Ni,1.0,3.0,92.906,41,5,5,47,5,3,3.523,6.759,1.456,1.6,2.03,2741.15,8.57,0.26,7.57,170.0,0.0,0.0,8525.0,8792.0,18.0,58.693,28,4,10,61,10,3,2.996,7.64,1.244,1.91,1.76,1726.15,8.9,0.44,4.44,177.0,0.0,0.0,988.0,1479.0,7.7,268.987,14,6.519,3.523,2.996,3.128,0.212,0.27,2.03,1.76,1.828,0.33,8.9,8.57,8.818,3.13,7.57,4.44,5.222
250065,Mo3Os,Mo,Os,3.0,1.0,95.95,42,5,6,50,6,4,3.609,7.092,1.386,2.16,1.94,2890.15,10.2,0.25,6.82,261.0,0.0,0.0,2410.0,5260.0,11.0,190.23,76,6,8,57,22,5,5.648,8.438,1.35,2.2,1.85,3318.15,22.6,0.13,8.17,373.0,0.0,0.0,5504.0,9087.0,7700.0,478.08,7,9.257,5.648,3.609,4.119,0.036,0.09,1.94,1.85,1.918,12.4,22.6,10.2,13.3,1.35,8.17,6.82,7.158
250891,LaPd3,La,Pd,1.0,3.0,138.906,57,6,3,13,3,1,3.84,5.577,1.871,1.1,1.35,1193.15,6.15,0.19,4.47,27.9,0.0,0.0,9476.0,3129.0,64.0,106.42,46,5,10,62,10,3,3.101,8.337,1.373,2.2,2.08,1827.15,12.0,0.24,3.89,187.0,0.0,0.0,3239.0,8000.0,15.0,458.165,49,6.941,3.84,3.101,3.286,0.498,0.73,2.08,1.35,1.898,5.85,12.0,6.15,10.538,0.58,4.47,3.89,4.035
250339,YbPd3,Yb,Pd,1.0,3.0,173.045,70,6,3,39,16,3,4.048,6.254,1.933,1.1,1.1,1092.15,6.97,0.15,1.6,30.5,0.0,0.0,9476.0,3129.0,530.0,106.42,46,5,10,62,10,3,3.101,8.337,1.373,2.2,2.08,1827.15,12.0,0.24,3.89,187.0,0.0,0.0,3239.0,8000.0,15.0,492.305,23,7.149,4.048,3.101,3.338,0.56,0.98,2.08,1.1,1.835,5.03,12.0,6.97,10.742,2.29,3.89,1.6,3.318
250410,GdAl3,Gd,Al,1.0,3.0,157.25,64,6,3,27,10,3,4.034,6.15,1.795,1.2,1.1,1586.15,7.9,0.23,4.14,37.9,0.0,0.0,9476.0,3129.0,191.0,26.982,13,3,13,73,3,3,1.989,5.986,1.429,1.61,1.64,933.15,2.7,0.9,3.39,75.2,0.084,0.0,1569.0,1000.0,1.8,238.195,46,6.023,4.034,1.989,2.5,0.366,0.54,1.64,1.1,1.505,5.2,7.9,2.7,4.0,0.75,4.14,3.39,3.577
250463,YFe3,Y,Fe,1.0,3.0,88.906,39,5,3,12,3,1,3.379,6.217,1.797,1.22,1.41,1796.15,4.47,0.3,4.37,41.2,0.0,0.0,9834.0,2646.0,220.0,55.847,26,4,8,55,8,5,3.048,7.902,1.26,1.83,1.67,1808.15,7.86,0.44,4.28,166.0,0.057,0.0,2424.0,1373.0,6.7,256.447,43,6.427,3.379,3.048,3.131,0.537,0.26,1.67,1.41,1.605,3.39,7.86,4.47,7.012,0.09,4.37,4.28,4.302
250394,YCo3,Y,Co,1.0,3.0,88.906,39,5,3,12,3,1,3.379,6.217,1.797,1.22,1.41,1796.15,4.47,0.3,4.37,41.2,0.0,0.0,9834.0,2646.0,220.0,58.933,27,4,9,58,9,4,3.046,7.881,1.252,1.88,1.72,1768.15,8.9,0.42,4.39,182.0,0.0,0.0,3052.0,2655.0,21.0,265.705,46,6.425,3.379,3.046,3.129,0.545,0.31,1.72,1.41,1.642,4.43,8.9,4.47,7.792,0.02,4.39,4.37,4.385
